,customer_id,Recency,Frequency,MonetaryValue,label_kmeans5
1726,CS2838,252,18,1446,Kelas C
1727,CS2839,92,19,1295,Kelas B
1728,CS2840,44,29,2074,Kelas A
1729,CS2841,220,12,792,Kelas E
1730,CS2842,21,24,1733,Kelas A
1731,CS2843,170,18,1374,Kelas C
1732,CS2844,191,11,740,Kelas E
1733,CS2845,75,27,1829,Kelas A
1734,CS2846,8,19,1283,Kelas B
1735,CS2847,98,21,1493,Kelas C
1736,CS2848,68,19,1331,Kelas B
1737,CS2849,68,21,1301,Kelas B
1738,CS2850,28,17,1131,Kelas B
1739,CS2851,183,19,1392,Kelas C
1740,CS2852,155,16,1151,Kelas C
1741,CS2853,43,25,1779,Kelas A
1742,CS2854,19,23,1564,Kelas A
1743,CS2855,93,19,1346,Kelas B
1744,CS2856,61,21,1448,Kelas B
1745,CS2857,138,15,1095,Kelas C
1746,CS2858,51,23,1555,Kelas A
1747,CS2859,19,13,792,Kelas D
1748,CS2860,174,21,1356,Kelas C
1749,CS2861,11,14,1082,Kelas B
1750,CS2862,25,24,1734,Kelas A
1751,CS2863,135,25,1716,Kelas A
1752,CS2864,58,23,1442,Kelas A
1753,CS2865,39,25,1868,Kelas A
1754,CS2866,19,22,1488,Kelas A
1755,CS2867,23,21,1464,Kelas B
1756,CS2868,50,20,1507,Kelas B
1757,CS2869,29,21,1452,Kelas B
1758,CS2870,49,24,1670,Kelas A
1759,CS2871,147,29,2124,Kelas A
1760,CS2872,2,22,1674,Kelas A
1761,CS2873,18,29,2045,Kelas A
1762,CS2874,72,14,930,Kelas D
1763,CS2875,22,15,1007,Kelas B
1764,CS2876,16,21,1369,Kelas B
1765,CS2877,2,24,1677,Kelas A
1766,CS2878,73,23,1610,Kelas A
1767,CS2879,88,15,1028,Kelas B
1768,CS2880,81,20,1482,Kelas B
1769,CS2881,180,26,1801,Kelas A
1770,CS2882,236,11,781,Kelas E
1771,CS2883,184,21,1658,Kelas C
1772,CS2884,1,21,1399,Kelas B
1773,CS2885,32,28,1781,Kelas A
1774,CS2886,106,16,897,Kelas D
1775,CS2887,36,25,1527,Kelas A
1776,CS2888,193,24,1792,Kelas C
1777,CS2889,38,22,1536,Kelas A
1778,CS2890,70,19,1308,Kelas B
1779,CS2891,58,24,1823,Kelas A
1780,CS2892,176,17,1181,Kelas C
1781,CS2893,6,24,1724,Kelas A
1782,CS2894,19,19,1377,Kelas B
1783,CS2895,20,21,1304,Kelas B
1784,CS2896,50,24,1845,Kelas A
1785,CS2897,29,16,1188,Kelas B
1786,CS2898,36,21,1336,Kelas B
1787,CS2899,15,24,1673,Kelas A
1788,CS2900,11,26,1954,Kelas A
1789,CS2901,192,19,1259,Kelas C
1790,CS2902,111,28,1961,Kelas A
1791,CS2903,155,17,1289,Kelas C
1792,CS2904,7,25,1869,Kelas A
1793,CS2905,88,17,1185,Kelas B
1794,CS2906,59,27,1935,Kelas A
1795,CS2907,34,29,2039,Kelas A
1796,CS2908,67,16,1061,Kelas B
1797,CS2909,34,19,1412,Kelas B
1798,CS2910,12,23,1345,Kelas B
1799,CS2911,36,21,1511,Kelas B
1800,CS2912,87,20,1361,Kelas B
1801,CS2913,216,21,1490,Kelas C
1802,CS2914,89,26,1792,Kelas A
1803,CS2915,87,24,1749,Kelas A
1804,CS2916,65,21,1514,Kelas B
1805,CS2917,2,20,1474,Kelas B
1806,CS2918,10,24,1741,Kelas A
1807,CS2919,22,18,1313,Kelas B
1808,CS2920,8,21,1419,Kelas B
1809,CS2921,55,16,1044,Kelas B
1810,CS2922,6,15,977,Kelas B
1811,CS2923,197,13,966,Kelas C
1812,CS2924,6,21,1459,Kelas B
1813,CS2925,3,13,954,Kelas D
1814,CS2926,27,14,986,Kelas D
1815,CS2927,14,25,1581,Kelas A
1816,CS2928,142,17,1243,Kelas C
1817,CS2929,1,22,1449,Kelas B
1818,CS2930,50,26,1955,Kelas A
1819,CS2931,6,21,1550,Kelas B
1820,CS2932,113,18,1228,Kelas C
1821,CS2933,162,13,900,Kelas D
1822,CS2934,19,17,1227,Kelas B
1823,CS2935,11,21,1388,Kelas B
1824,CS2936,64,13,813,Kelas D
1825,CS2937,15,20,1394,Kelas B
1826,CS2938,95,30,2039,Kelas A
1827,CS2939,26,17,1227,Kelas B
1828,CS2940,89,21,1334,Kelas B
1829,CS2941,314,13,1077,Kelas E
1830,CS2942,72,17,1246,Kelas B
1831,CS2943,11,19,1306,Kelas B
1832,CS2944,226,17,1239,Kelas C
1833,CS2945,9,26,1911,Kelas A
1834,CS2946,12,30,2173,Kelas A
1835,CS2947,131,19,1348,Kelas C
1836,CS2948,197,17,1199,Kelas C
1837,CS2949,103,24,1581,Kelas A
1838,CS2950,49,16,1072,Kelas B
1839,CS2951,199,32,2382,Kelas A
1840,CS2952,45,25,1691,Kelas A
1841,CS2953,55,17,1093,Kelas B
1842,CS2954,50,17,1404,Kelas B
1843,CS2955,31,17,1191,Kelas B
1844,CS2956,7,29,2050,Kelas A
1845,CS2957,65,19,1251,Kelas B
1846,CS2958,108,13,778,Kelas D
1847,CS2959,15,16,1124,Kelas B
1848,CS2960,37,16,1178,Kelas B
1849,CS2961,55,30,2183,Kelas A
1850,CS2962,1,23,1639,Kelas A
1851,CS2963,83,16,1109,Kelas B
1852,CS2964,98,21,1363,Kelas B
1853,CS2965,164,13,793,Kelas D
1854,CS2966,195,18,1143,Kelas C
1855,CS2967,1,21,1425,Kelas B
1856,CS2968,54,24,1649,Kelas A
1857,CS2969,10,18,1314,Kelas B
1858,CS2970,10,21,1496,Kelas B
1859,CS2971,190,16,1029,Kelas C
1860,CS2972,203,19,1301,Kelas C
1861,CS2973,188,19,1317,Kelas C
1862,CS2974,83,19,1368,Kelas B
1863,CS2975,56,22,1387,Kelas B
1864,CS2976,205,14,897,Kelas C
1865,CS2977,11,21,1490,Kelas B
1866,CS2978,121,20,1470,Kelas C
1867,CS2979,3,20,1398,Kelas B
1868,CS2980,169,21,1562,Kelas C
1869,CS2981,110,18,1369,Kelas C
1870,CS2982,84,22,1543,Kelas A
1871,CS2983,12,23,1524,Kelas A
1872,CS2984,53,29,1955,Kelas A
1873,CS2985,228,16,1133,Kelas C
1874,CS2986,82,25,1720,Kelas A
1875,CS2987,90,20,1508,Kelas B
1876,CS2988,20,22,1543,Kelas A
1877,CS2989,10,26,1702,Kelas A
1878,CS2990,96,27,1765,Kelas A
1879,CS2991,8,22,1568,Kelas A
1880,CS2992,171,16,1031,Kelas C
1881,CS2993,75,16,1190,Kelas B
1882,CS2994,44,22,1470,Kelas B
1883,CS2995,41,14,794,Kelas D
1884,CS2996,99,25,1719,Kelas A
1885,CS2997,111,21,1503,Kelas C
1886,CS2998,36,21,1456,Kelas B
1887,CS2999,151,19,1262,Kelas C
1888,CS3000,9,20,1379,Kelas B
1889,CS3001,236,15,1193,Kelas C
1890,CS3002,45,22,1394,Kelas B
1891,CS3003,28,17,1213,Kelas B
1892,CS3004,2,24,1939,Kelas A
1893,CS3005,66,23,1740,Kelas A
1894,CS3006,14,24,1732,Kelas A
1895,CS3007,285,16,1127,Kelas E
1896,CS3008,33,24,1788,Kelas A
1897,CS3009,8,14,895,Kelas D
1898,CS3010,1,26,1862,Kelas A
1899,CS3011,94,28,1890,Kelas A
1900,CS3012,43,24,1688,Kelas A
1901,CS3013,8,35,2259,Kelas A
1902,CS3014,82,23,1641,Kelas A
1903,CS3015,13,24,1601,Kelas A
1904,CS3016,327,9,634,Kelas E
1905,CS3017,258,19,1424,Kelas C
1906,CS3018,290,19,1190,Kelas C
1907,CS3019,45,23,1593,Kelas A
1908,CS3020,11,23,1486,Kelas A
1909,CS3021,75,13,871,Kelas D
1910,CS3022,60,21,1469,Kelas B
1911,CS3023,73,19,1242,Kelas B
1912,CS3024,132,23,1683,Kelas A
1913,CS3025,80,13,960,Kelas D
1914,CS3026,36,21,1409,Kelas B
1915,CS3027,37,19,1345,Kelas B
1916,CS3028,15,31,2214,Kelas A
1917,CS3029,74,24,1705,Kelas A
1918,CS3030,46,23,1579,Kelas A
1919,CS3031,27,20,1407,Kelas B
1920,CS3032,12,17,1305,Kelas B
1921,CS3033,129,14,981,Kelas D
1922,CS3034,86,22,1555,Kelas A
1923,CS3035,127,20,1365,Kelas C
1924,CS3036,30,23,1587,Kelas A
1925,CS3037,53,21,1324,Kelas B
1926,CS3038,30,17,1283,Kelas B
1927,CS3039,26,17,1296,Kelas B
1928,CS3040,22,17,1266,Kelas B
1929,CS3041,6,22,1397,Kelas B
1930,CS3042,36,14,936,Kelas D
1931,CS3043,106,17,1154,Kelas C
1932,CS3044,5,22,1576,Kelas A
1933,CS3045,61,18,1351,Kelas B
1934,CS3046,64,22,1631,Kelas A
1935,CS3047,70,25,1729,Kelas A
1936,CS3048,48,11,693,Kelas D
1937,CS3049,15,21,1333,Kelas B
1938,CS3050,102,20,1206,Kelas C
1939,CS3051,115,19,1375,Kelas C
1940,CS3052,42,26,1811,Kelas A
1941,CS3053,63,15,1311,Kelas B
1942,CS3054,23,14,1028,Kelas B
1943,CS3055,63,21,1542,Kelas B
1944,CS3056,128,17,1169,Kelas C
1945,CS3057,103,13,924,Kelas D
1946,CS3058,13,25,1810,Kelas A
1947,CS3059,91,18,1349,Kelas B
1948,CS3060,110,24,1763,Kelas A
1949,CS3061,64,23,1749,Kelas A
1950,CS3062,59,21,1546,Kelas B
1951,CS3063,107,14,919,Kelas D
1952,CS3064,383,22,1425,Kelas C
1953,CS3065,131,16,967,Kelas C
1954,CS3066,84,19,1273,Kelas B
1955,CS3067,19,22,1450,Kelas B
1956,CS3068,56,18,1181,Kelas B
1957,CS3069,49,22,1487,Kelas A
1958,CS3070,52,21,1433,Kelas B
1959,CS3071,24,23,1642,Kelas A
1960,CS3072,61,18,1154,Kelas B
1961,CS3073,33,27,1940,Kelas A
1962,CS3074,69,22,1794,Kelas A
1963,CS3075,4,19,1261,Kelas B
1964,CS3076,25,21,1605,Kelas A
1965,CS3077,72,29,1977,Kelas A
1966,CS3078,7,17,1021,Kelas B
1967,CS3079,135,24,1535,Kelas A
1968,CS3080,14,24,1596,Kelas A
1969,CS3081,93,21,1472,Kelas B
1970,CS3082,81,21,1400,Kelas B
1971,CS3083,75,17,1069,Kelas B
1972,CS3084,303,12,904,Kelas E
1973,CS3085,117,23,1618,Kelas A
1974,CS3086,42,23,1561,Kelas A
1975,CS3087,81,16,1007,Kelas B
1976,CS3088,196,16,1106,Kelas C
1977,CS3089,115,14,1050,Kelas D
1978,CS3090,82,18,1198,Kelas B
1979,CS3091,161,14,881,Kelas D
1980,CS3092,86,21,1594,Kelas A
1981,CS3093,30,21,1383,Kelas B
1982,CS3094,273,15,1121,Kelas E
1983,CS3095,134,24,1634,Kelas A
1984,CS3096,53,18,1325,Kelas B
1985,CS3097,169,19,1296,Kelas C
1986,CS3098,206,21,1359,Kelas C
1987,CS3099,111,17,1112,Kelas C
1988,CS3100,14,18,1437,Kelas B
1989,CS3101,8,30,2106,Kelas A
1990,CS3102,117,14,1031,Kelas D
1991,CS3103,4,16,1006,Kelas B
1992,CS3104,158,17,1174,Kelas C
1993,CS3105,25,21,1432,Kelas B
1994,CS3106,150,18,1270,Kelas C
1995,CS3107,31,17,1233,Kelas B
1996,CS3108,269,16,1032,Kelas E
1997,CS3109,8,20,1402,Kelas B
1998,CS3110,123,19,1279,Kelas C
1999,CS3111,212,21,1644,Kelas C
2000,CS3112,122,20,1225,Kelas C
2001,CS3113,120,12,937,Kelas D
2002,CS3114,173,18,1173,Kelas C
2003,CS3115,22,15,1074,Kelas B
2004,CS3116,24,25,1918,Kelas A
2005,CS3117,136,23,1562,Kelas C
2006,CS3118,15,22,1436,Kelas B
2007,CS3119,70,22,1642,Kelas A
2008,CS3120,49,12,808,Kelas D
2009,CS3121,7,23,1694,Kelas A
2010,CS3122,33,23,1519,Kelas A
2011,CS3123,14,23,1543,Kelas A
2012,CS3124,121,19,1335,Kelas C
2013,CS3125,71,14,1116,Kelas B
2014,CS3126,158,20,1304,Kelas C
2015,CS3127,1,26,1665,Kelas A
2016,CS3128,89,23,1472,Kelas A
2017,CS3129,7,27,1894,Kelas A
2018,CS3130,23,24,1674,Kelas A
2019,CS3131,7,28,2060,Kelas A
2020,CS3132,5,22,1719,Kelas A
2021,CS3133,210,14,892,Kelas C
2022,CS3134,143,18,1101,Kelas C
2023,CS3135,138,16,1097,Kelas C
2024,CS3136,69,24,1629,Kelas A
2025,CS3137,7,17,1201,Kelas B
2026,CS3138,142,16,999,Kelas C
2027,CS3139,14,23,1673,Kelas A
2028,CS3140,208,12,852,Kelas E
2029,CS3141,48,25,1772,Kelas A
2030,CS3142,31,19,1463,Kelas B
2031,CS3143,45,22,1345,Kelas B
2032,CS3144,33,25,1808,Kelas A
2033,CS3145,30,21,1339,Kelas B
2034,CS3146,7,18,1316,Kelas B
2035,CS3147,160,17,1211,Kelas C
2036,CS3148,275,20,1474,Kelas C
2037,CS3149,49,12,783,Kelas D
2038,CS3150,20,16,1149,Kelas B
2039,CS3151,75,18,1275,Kelas B
2040,CS3152,93,15,924,Kelas D
2041,CS3153,160,18,1331,Kelas C
2042,CS3154,100,22,1478,Kelas A
2043,CS3155,63,25,1858,Kelas A
2044,CS3156,131,24,1624,Kelas A
2045,CS3157,58,22,1686,Kelas A
2046,CS3158,113,17,1229,Kelas C
2047,CS3159,42,20,1462,Kelas B
2048,CS3160,119,16,1019,Kelas C
2049,CS3161,65,18,1253,Kelas B
2050,CS3162,18,16,937,Kelas B
2051,CS3163,65,31,2413,Kelas A
2052,CS3164,111,29,1916,Kelas A
2053,CS3165,117,30,2202,Kelas A
2054,CS3166,15,25,1697,Kelas A
2055,CS3167,84,18,1345,Kelas B
2056,CS3168,32,14,962,Kelas D
2057,CS3169,47,14,1061,Kelas B
2058,CS3170,139,18,1178,Kelas C
2059,CS3171,115,16,1205,Kelas C
2060,CS3172,80,22,1465,Kelas A
2061,CS3173,11,17,1085,Kelas B
2062,CS3174,52,23,1581,Kelas A
2063,CS3175,57,13,954,Kelas D
2064,CS3176,11,16,895,Kelas B
2065,CS3177,47,18,1246,Kelas B
2066,CS3178,45,21,1543,Kelas B
2067,CS3179,64,24,1572,Kelas A
2068,CS3180,121,25,1911,Kelas A
2069,CS3181,212,22,1593,Kelas C
2070,CS3182,26,25,1630,Kelas A
2071,CS3183,75,21,1370,Kelas B
2072,CS3184,26,20,1578,Kelas B
2073,CS3185,155,13,939,Kelas D
2074,CS3186,93,21,1581,Kelas A
2075,CS3187,47,21,1487,Kelas B
2076,CS3188,91,18,1188,Kelas B
2077,CS3189,45,24,1652,Kelas A
2078,CS3190,59,23,1684,Kelas A
2079,CS3191,56,23,1478,Kelas A
2080,CS3192,81,12,891,Kelas D
2081,CS3193,2,19,1288,Kelas B
2082,CS3194,18,22,1459,Kelas B
2083,CS3195,16,27,1743,Kelas A
2084,CS3196,89,22,1540,Kelas A
2085,CS3197,142,16,1176,Kelas C
2086,CS3198,27,24,1742,Kelas A
2087,CS3199,47,24,1542,Kelas A
2088,CS3200,147,14,1015,Kelas C
2089,CS3201,92,26,2014,Kelas A
2090,CS3202,63,21,1565,Kelas A
2091,CS3203,95,18,1319,Kelas B
2092,CS3204,57,19,1154,Kelas B
2093,CS3205,1,23,1522,Kelas A
2094,CS3206,3,18,1256,Kelas B
2095,CS3207,37,20,1322,Kelas B
2096,CS3208,214,15,1123,Kelas C
2097,CS3209,55,23,1707,Kelas A
2098,CS3210,46,24,1772,Kelas A
2099,CS3211,38,11,741,Kelas D
2100,CS3212,121,21,1689,Kelas C
2101,CS3213,150,24,1446,Kelas C
2102,CS3214,79,21,1464,Kelas B
2103,CS3215,63,16,1128,Kelas B
2104,CS3216,62,22,1597,Kelas A
2105,CS3217,6,19,1506,Kelas B
2106,CS3218,7,22,1717,Kelas A
2107,CS3219,65,23,1654,Kelas A
2108,CS3220,2,20,1429,Kelas B
2109,CS3221,150,28,2159,Kelas A
2110,CS3222,15,25,1828,Kelas A
2111,CS3223,160,24,1699,Kelas C
2112,CS3224,46,26,1751,Kelas A
2113,CS3225,158,16,1204,Kelas C
2114,CS3226,241,17,1183,Kelas C
2115,CS3227,108,21,1545,Kelas C
2116,CS3228,103,28,2047,Kelas A
2117,CS3229,45,27,1754,Kelas A
2118,CS3230,121,19,1222,Kelas C
2119,CS3231,88,19,1314,Kelas B
2120,CS3232,77,21,1562,Kelas A
2121,CS3233,23,16,1177,Kelas B
2122,CS3234,5,26,1707,Kelas A
2123,CS3235,59,13,790,Kelas D
2124,CS3236,4,15,995,Kelas B
2125,CS3237,22,22,1545,Kelas A
2126,CS3238,1,21,1529,Kelas B
2127,CS3239,167,13,769,Kelas D
2128,CS3240,110,16,1016,Kelas C
2129,CS3241,110,17,1257,Kelas C
2130,CS3242,56,24,1843,Kelas A
2131,CS3243,85,18,1358,Kelas B
2132,CS3244,215,15,1095,Kelas C
2133,CS3245,136,20,1321,Kelas C
2134,CS3246,21,15,1012,Kelas B
2135,CS3247,152,21,1597,Kelas C
2136,CS3248,57,14,823,Kelas D
2137,CS3249,69,28,1868,Kelas A
2138,CS3250,64,18,1217,Kelas B
2139,CS3251,8,18,1162,Kelas B
2140,CS3252,32,15,1039,Kelas B
2141,CS3253,80,19,1241,Kelas B
2142,CS3254,56,21,1443,Kelas B
2143,CS3255,77,19,1197,Kelas B
2144,CS3256,164,20,1384,Kelas C
2145,CS3257,58,16,1135,Kelas B
2146,CS3258,103,20,1348,Kelas C
2147,CS3259,50,23,1674,Kelas A
2148,CS3260,40,21,1654,Kelas A
2149,CS3261,322,16,1047,Kelas E
2150,CS3262,20,22,1555,Kelas A
2151,CS3263,62,20,1415,Kelas B
2152,CS3264,37,17,1271,Kelas B
2153,CS3265,133,20,1292,Kelas C
2154,CS3266,246,16,973,Kelas C
2155,CS3267,75,20,1393,Kelas B
2156,CS3268,149,22,1685,Kelas C
2157,CS3269,137,13,882,Kelas D
2158,CS3270,4,33,2349,Kelas A
2159,CS3271,42,26,1747,Kelas A
2160,CS3272,57,19,1393,Kelas B
2161,CS3273,5,18,1190,Kelas B
2162,CS3274,49,26,1824,Kelas A
2163,CS3275,5,18,1126,Kelas B
2164,CS3276,22,24,1626,Kelas A
2165,CS3277,61,20,1431,Kelas B
2166,CS3278,14,27,1866,Kelas A
2167,CS3279,2,21,1331,Kelas B
2168,CS3280,73,18,1253,Kelas B
2169,CS3281,105,15,961,Kelas D
2170,CS3282,29,17,1239,Kelas B
2171,CS3283,71,20,1338,Kelas B
2172,CS3284,35,17,1139,Kelas B
2173,CS3285,208,21,1619,Kelas C
2174,CS3286,79,18,1150,Kelas B
2175,CS3287,25,19,1297,Kelas B
2176,CS3288,213,21,1496,Kelas C
2177,CS3289,71,26,1963,Kelas A
2178,CS3290,59,23,1639,Kelas A
2179,CS3291,29,26,1994,Kelas A
2180,CS3292,37,21,1592,Kelas A
2181,CS3293,141,14,1000,Kelas C
2182,CS3294,1,18,1225,Kelas B
2183,CS3295,70,23,1655,Kelas A
2184,CS3296,40,24,1560,Kelas A
2185,CS3297,128,15,979,Kelas C
2186,CS3298,1,23,1574,Kelas A
2187,CS3299,100,23,1509,Kelas A
2188,CS3300,9,16,966,Kelas B
2189,CS3301,81,25,1668,Kelas A
2190,CS3302,33,24,1702,Kelas A
2191,CS3303,79,13,834,Kelas D
2192,CS3304,176,24,1634,Kelas C
2193,CS3305,28,23,1549,Kelas A
2194,CS3306,21,14,1018,Kelas B
2195,CS3307,63,13,1037,Kelas D
2196,CS3308,46,14,975,Kelas D
2197,CS3309,64,16,1159,Kelas B
2198,CS3310,98,22,1595,Kelas A
2199,CS3311,42,26,1850,Kelas A
2200,CS3312,192,13,937,Kelas C
2201,CS3313,69,23,1561,Kelas A
2202,CS3314,26,15,1048,Kelas B
2203,CS3315,16,26,1805,Kelas A
2204,CS3316,1,16,1176,Kelas B
2205,CS3317,8,8,565,Kelas D
2206,CS3318,203,19,1437,Kelas C
2207,CS3319,49,14,833,Kelas D
2208,CS3320,39,14,928,Kelas D
2209,CS3321,4,22,1487,Kelas B
2210,CS3322,50,23,1814,Kelas A
2211,CS3323,80,17,1145,Kelas B
2212,CS3324,22,27,1905,Kelas A
2213,CS3325,130,19,1194,Kelas C
2214,CS3326,72,23,1588,Kelas A
2215,CS3327,210,26,1843,Kelas C
2216,CS3328,61,18,1260,Kelas B
2217,CS3329,165,18,1164,Kelas C
2218,CS3330,50,23,1490,Kelas A
2219,CS3331,266,16,1124,Kelas C
2220,CS3332,58,18,1441,Kelas B
2221,CS3333,54,18,1300,Kelas B
2222,CS3334,35,20,1339,Kelas B
2223,CS3335,3,22,1651,Kelas A
2224,CS3336,12,17,1167,Kelas B
2225,CS3337,171,25,1579,Kelas C
2226,CS3338,43,16,1092,Kelas B
2227,CS3339,15,26,1966,Kelas A
2228,CS3340,25,21,1399,Kelas B
2229,CS3341,46,15,970,Kelas B
2230,CS3342,25,18,1348,Kelas B
2231,CS3343,107,24,1600,Kelas A
2232,CS3344,176,11,769,Kelas D
2233,CS3345,71,19,1399,Kelas B
2234,CS3346,242,18,1430,Kelas C
2235,CS3347,87,19,1297,Kelas B
2236,CS3348,23,28,2024,Kelas A
2237,CS3349,87,20,1483,Kelas B
2238,CS3350,6,18,1300,Kelas B
2239,CS3351,81,20,1370,Kelas B
2240,CS3352,51,16,1190,Kelas B
2241,CS3353,8,26,1823,Kelas A
2242,CS3354,43,16,963,Kelas B
2243,CS3355,23,30,2118,Kelas A
2244,CS3356,67,31,2221,Kelas A
2245,CS3357,130,22,1482,Kelas C
2246,CS3358,333,23,1613,Kelas C
2247,CS3359,11,25,1712,Kelas A
2248,CS3360,156,22,1410,Kelas C
2249,CS3361,152,17,1225,Kelas C
2250,CS3362,125,30,2303,Kelas A
2251,CS3363,97,23,1570,Kelas A
2252,CS3364,75,15,1082,Kelas B
2253,CS3365,156,23,1747,Kelas C
2254,CS3366,38,24,1869,Kelas A
2255,CS3367,46,16,1274,Kelas B
2256,CS3368,27,26,1658,Kelas A
2257,CS3369,47,25,1731,Kelas A
2258,CS3370,5,9,616,Kelas D
2259,CS3371,63,25,1820,Kelas A
2260,CS3372,12,23,1642,Kelas A
2261,CS3373,1,25,1597,Kelas A
2262,CS3374,67,18,1195,Kelas B
2263,CS3375,71,18,1159,Kelas B
2264,CS3376,23,18,1149,Kelas B
2265,CS3377,62,23,1892,Kelas A
2266,CS3378,98,10,749,Kelas D
2267,CS3379,104,14,1078,Kelas D
2268,CS3380,114,15,1114,Kelas C
2269,CS3381,162,14,982,Kelas C
2270,CS3382,13,24,1666,Kelas A
2271,CS3383,16,26,1764,Kelas A
2272,CS3384,10,21,1526,Kelas B
2273,CS3385,58,13,778,Kelas D
2274,CS3386,175,20,1430,Kelas C
2275,CS3387,26,13,1064,Kelas D
2276,CS3388,31,22,1337,Kelas B
2277,CS3389,131,16,1132,Kelas C
2278,CS3390,70,17,1208,Kelas B
2279,CS3391,117,19,1459,Kelas C
2280,CS3392,105,16,1169,Kelas C
2281,CS3393,20,14,976,Kelas D
2282,CS3394,80,17,1365,Kelas B
2283,CS3395,31,11,637,Kelas D
2284,CS3396,29,17,1102,Kelas B
2285,CS3397,70,20,1406,Kelas B
2286,CS3398,32,21,1581,Kelas A
2287,CS3399,241,17,1206,Kelas C
2288,CS3400,19,24,1615,Kelas A
2289,CS3401,8,20,1460,Kelas B
2290,CS3402,96,18,1246,Kelas B
2291,CS3403,7,22,1536,Kelas A
2292,CS3404,14,21,1545,Kelas B
2293,CS3405,73,12,837,Kelas D
2294,CS3406,67,23,1506,Kelas A
2295,CS3407,63,15,1025,Kelas B
2296,CS3408,7,21,1515,Kelas B
2297,CS3409,33,27,2106,Kelas A
2298,CS3410,7,26,1942,Kelas A
2299,CS3411,15,21,1556,Kelas B
2300,CS3412,131,18,1349,Kelas C
2301,CS3413,7,13,936,Kelas D
2302,CS3414,58,28,2105,Kelas A
2303,CS3415,10,22,1682,Kelas A
2304,CS3416,23,20,1441,Kelas B
2305,CS3417,7,29,1954,Kelas A
2306,CS3418,39,17,1200,Kelas B
2307,CS3419,42,22,1635,Kelas A
2308,CS3420,6,28,1768,Kelas A
2309,CS3421,20,24,1617,Kelas A
2310,CS3422,280,14,930,Kelas E
2311,CS3423,28,17,1165,Kelas B
2312,CS3424,28,17,1219,Kelas B
2313,CS3425,24,20,1366,Kelas B
2314,CS3426,48,28,1896,Kelas A
2315,CS3427,15,16,1174,Kelas B
2316,CS3428,144,22,1553,Kelas C
2317,CS3429,149,22,1599,Kelas C
2318,CS3430,65,15,1006,Kelas B
2319,CS3431,119,22,1661,Kelas A
2320,CS3432,71,16,1092,Kelas B
2321,CS3433,21,20,1354,Kelas B
2322,CS3434,182,21,1429,Kelas C
2323,CS3435,43,16,1041,Kelas B
2324,CS3436,115,17,1256,Kelas C
2325,CS3437,40,17,1329,Kelas B
2326,CS3438,202,17,1175,Kelas C
2327,CS3439,44,21,1320,Kelas B
2328,CS3440,13,29,1905,Kelas A
2329,CS3441,83,26,1721,Kelas A
2330,CS3442,10,26,1850,Kelas A
2331,CS3443,151,16,1113,Kelas C
2332,CS3444,64,20,1453,Kelas B
2333,CS3445,241,13,839,Kelas E
2334,CS3446,19,12,837,Kelas D
2335,CS3447,92,24,1810,Kelas A
2336,CS3448,43,21,1640,Kelas A
2337,CS3449,63,16,1048,Kelas B
2338,CS3450,169,23,1690,Kelas C
2339,CS3451,14,23,1736,Kelas A
2340,CS3452,14,24,1714,Kelas A
2341,CS3453,30,25,1726,Kelas A
2342,CS3454,37,21,1434,Kelas B
2343,CS3455,293,21,1292,Kelas C
2344,CS3456,69,23,1679,Kelas A
2345,CS3457,37,14,1048,Kelas B
2346,CS3458,4,17,1141,Kelas B
2347,CS3459,62,21,1361,Kelas B
2348,CS3460,55,19,1440,Kelas B
2349,CS3461,40,15,997,Kelas B
2350,CS3462,97,24,1843,Kelas A
2351,CS3463,70,21,1500,Kelas B
2352,CS3464,30,20,1321,Kelas B
2353,CS3465,35,20,1286,Kelas B
2354,CS3466,12,21,1429,Kelas B
2355,CS3467,127,12,813,Kelas D
2356,CS3468,67,24,1830,Kelas A
2357,CS3469,84,22,1516,Kelas A
2358,CS3470,64,30,2035,Kelas A
2359,CS3471,128,21,1538,Kelas C
2360,CS3472,75,17,1115,Kelas B
2361,CS3473,68,20,1406,Kelas B
2362,CS3474,86,17,1113,Kelas B
2363,CS3475,66,25,1811,Kelas A
2364,CS3476,79,18,1322,Kelas B
2365,CS3477,71,31,1978,Kelas A
2366,CS3478,9,21,1391,Kelas B
2367,CS3479,16,14,1015,Kelas B
2368,CS3480,7,27,1890,Kelas A
2369,CS3481,12,24,1601,Kelas A
2370,CS3482,83,17,1208,Kelas B
2371,CS3483,118,29,1977,Kelas A
2372,CS3484,155,13,867,Kelas D
2373,CS3485,180,25,1633,Kelas C
2374,CS3486,157,16,1147,Kelas C
2375,CS3487,347,9,703,Kelas E
2376,CS3488,45,22,1490,Kelas A
2377,CS3489,32,19,1357,Kelas B
2378,CS3490,8,18,1155,Kelas B
2379,CS3491,21,18,1165,Kelas B
2380,CS3492,9,26,1826,Kelas A
2381,CS3493,173,20,1397,Kelas C
2382,CS3494,78,15,1074,Kelas B
2383,CS3495,153,19,1326,Kelas C
2384,CS3496,37,16,1254,Kelas B
2385,CS3497,98,11,900,Kelas D
2386,CS3498,12,22,1480,Kelas B
2387,CS3499,68,21,1330,Kelas B
2388,CS3500,34,21,1495,Kelas B
2389,CS3501,11,27,2083,Kelas A
2390,CS3502,113,17,1057,Kelas C
2391,CS3503,36,17,1143,Kelas B
2392,CS3504,10,30,2207,Kelas A
2393,CS3505,69,23,1627,Kelas A
